4.6059,62.217,58.624,60.266,3.5203,2.2662,2.6388
4.6582,61.731,58.168,59.794,3.5053,2.2587,2.6395
4.7105,61.25,57.715,59.326,3.4903,2.2509,2.6397
4.7629,60.773,57.266,58.861,3.4845,2.2427,2.6394
4.8152,60.299,56.82,58.4,3.4781,2.2343,2.6386
4.8676,59.829,56.378,57.942,3.4712,2.2255,2.6374
4.9199,59.362,55.939,57.488,3.4637,2.2165,2.6357
4.9722,58.899,55.504,57.038,3.4557,2.2072,2.6336
5.0246,58.44,55.072,56.591,3.4472,2.1977,2.6311
5.0769,57.985,54.644,56.148,3.4382,2.188,2.6281
5.1293,57.533,54.218,55.708,3.4287,2.1781,2.6248
5.1816,57.084,53.796,55.271,3.4189,2.1679,2.6211
