0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0.9697,1,1,1,1,1,0.12289,0.10427,0.10427,0.10427,0.10427,0.065287,0.024934,0,0,0,0,-1.1102e-16
7,0.84848,1,1,1,1,1,0.15769,0.10427,0.10427,0.10427,0.10427,0.065287,0.085012,0,0,0,0,-1.1102e-16
9,0.75758,1,0.9697,0.9697,1,1,0.16783,0.10427,0.12289,0.12289,0.10427,0.065287,0.11411,0,0.024934,0.024934,0,-1.1102e-16
14,0.54545,0.9697,0.84848,0.90909,0.9697,0.98182,0.1656,0.12289,0.15769,0.14482,0.12289,0.077878,0.15612,0.024934,0.085012,0.059506,0.024934,0.014965
16,0.36364,0.93939,0.84848,0.90909,0.9697,0.92727,0.14177,0.13546,0.15769,0.14482,0.12289,0.099875,0.1702,0.043826,0.085012,0.059506,0.024934,0.044084
18,0.30303,0.90909,0.84848,0.87879,0.9697,0.90909,0.12928,0.14482,0.15769,0.15205,0.12289,0.10487,0.17035,0.059506,0.085012,0.073051,0.024934,0.051452
21,0.30303,0.84848,0.78788,0.87879,0.93939,0.90909,0.12928,0.15769,0.1654,0.15205,0.13546,0.10487,0.17035,0.085012,0.10536,0.073051,0.043826,0.051452
23,0.27273,0.78788,0.78788,0.87879,0.93939,0.90909,0.12205,0.1654,0.1654,0.15205,0.13546,0.10487,0.16945,0.10536,0.10536,0.073051,0.043826,0.051452
25,0.24242,0.72727,0.75758,0.87879,0.90909,0.90909,0.11411,0.16945,0.16783,0.15205,0.14482,0.10487,0.16783,0.12205,0.11411,0.073051,0.059506,0.051452
28,0.18182,0.66667,0.72727,0.84848,0.90909,0.85455,0.095712,0.17059,0.16945,0.15769,0.14482,0.11616,0.16207,0.13583,0.12205,0.085012,0.059506,0.069863
